stratum,tm,pop_average,pop_average_u5,prop_idp,y,m,admin0,admin1,dep_rate
Baki,44,66875,16719,NA,2015,8,NA,NA,NA
Baki,45,66988,16747,NA,2015,9,NA,NA,NA
Baki,46,67102,16776,NA,2015,10,NA,NA,NA
Baki,47,67215,16804,NA,2015,11,NA,NA,NA
Baki,48,67329,16832,NA,2015,12,NA,NA,NA
Baki,49,67443,16861,0,2016,1,Puntland-Somaliland,Awdal,0
Baki,50,67557,16889,0,2016,2,Puntland-Somaliland,Awdal,14
Baki,51,67657,16914,0,2016,3,Puntland-Somaliland,Awdal,30
Baki,52,67741,16935,0,2016,4,Puntland-Somaliland,Awdal,0
Baki,53,67856,16964,0,2016,5,Puntland-Somaliland,Awdal,0
Baki,54,67971,16993,0,2016,6,Puntland-Somaliland,Awdal,0
Baki,55,68086,17022,0,2016,7,Puntland-Somaliland,Awdal,0
Baki,56,68201,17050,0,2016,8,Puntland-Somaliland,Awdal,0
Baki,57,68316,17079,0,2016,9,Puntland-Somaliland,Awdal,0
Baki,58,68432,17108,0,2016,10,Puntland-Somaliland,Awdal,0
Baki,59,68548,17137,0,2016,11,Puntland-Somaliland,Awdal,0
Baki,60,68663,17166,0,2016,12,Puntland-Somaliland,Awdal,0
Baki,61,68780,17195,0,2017,1,Puntland-Somaliland,Awdal,0
Baki,62,69016,17254,0.002055599,2017,2,Puntland-Somaliland,Awdal,0
Baki,63,69133,17283,0.002055599,2017,3,Puntland-Somaliland,Awdal,0
Baki,64,69353,17338,0.003809984,2017,4,Puntland-Somaliland,Awdal,7
Baki,65,69463,17366,0.003809475,2017,5,Puntland-Somaliland,Awdal,41
Baki,66,69540,17385,0.003806493,2017,6,Puntland-Somaliland,Awdal,26
Baki,67,69631,17408,0.003804606,2017,7,Puntland-Somaliland,Awdal,78
Baki,68,69671,17418,0.003798953,2017,8,Puntland-Somaliland,Awdal,23
Baki,69,69773,17443,0.003915625,2017,9,Puntland-Somaliland,Awdal,44
Baki,70,69862,17466,0.004165573,2017,10,Puntland-Somaliland,Awdal,14
Baki,71,69966,17492,0.004164465,2017,11,Puntland-Somaliland,Awdal,19
Baki,72,70093,17523,0.004634439,2017,12,Puntland-Somaliland,Awdal,14
Baki,73,70198,17550,0.00463321,2018,1,Puntland-Somaliland,Awdal,0
Baki,74,70386,17596,0.005791249,2018,2,Puntland-Somaliland,Awdal,0
Baki,75,70944,17736,0.013137028,2018,3,Puntland-Somaliland,Awdal,0
Baki,76,71348,17837,0.017842319,2018,4,Puntland-Somaliland,Awdal,0
Baki,77,71476,17869,0.017973943,2018,5,Puntland-Somaliland,Awdal,200
Baki,78,71598,17900,0.021192116,2018,6,Puntland-Somaliland,Awdal,141
Baki,79,71740,17935,0.023793033,2018,7,Puntland-Somaliland,Awdal,839
Baki,80,71861,17965,0.037152813,2018,8,Puntland-Somaliland,Awdal,47
Baki,81,71936,17984,0.037120785,2018,9,Puntland-Somaliland,Awdal,157
Baki,82,72048,18012,0.039429323,2018,10,Puntland-Somaliland,Awdal,298
Baki,83,72145,18036,0.043662895,2018,11,Puntland-Somaliland,Awdal,680
Baki,84,72132,18033,0.051990367,2018,12,Puntland-Somaliland,Awdal,451
Balcad,13,183577,45894,NA,2013,1,NA,NA,NA
Balcad,14,183888,45972,NA,2013,2,NA,NA,NA
Balcad,15,184199,46050,NA,2013,3,NA,NA,NA
Balcad,16,184511,46128,NA,2013,4,NA,NA,NA
Balcad,17,184822,46206,NA,2013,5,NA,NA,NA
Balcad,18,185135,46284,NA,2013,6,NA,NA,NA
Balcad,19,185448,46362,NA,2013,7,NA,NA,NA
Balcad,20,185762,46440,NA,2013,8,NA,NA,NA
Balcad,21,186076,46519,NA,2013,9,NA,NA,NA
Balcad,22,186391,46598,NA,2013,10,NA,NA,NA
Balcad,23,186706,46676,NA,2013,11,NA,NA,NA
Balcad,24,187022,46756,NA,2013,12,NA,NA,NA
Balcad,25,187339,46835,NA,2014,1,NA,NA,NA
Balcad,26,187656,46914,NA,2014,2,NA,NA,NA
Balcad,27,187973,46993,NA,2014,3,NA,NA,NA
Balcad,28,188291,47073,NA,2014,4,NA,NA,NA
Balcad,29,188610,47152,NA,2014,5,NA,NA,NA
Balcad,30,188929,47232,NA,2014,6,NA,NA,NA
Balcad,31,189248,47312,NA,2014,7,NA,NA,NA
Balcad,32,189568,47392,NA,2014,8,NA,NA,NA
Balcad,33,189889,47472,NA,2014,9,NA,NA,NA
Balcad,34,190210,47552,NA,2014,10,NA,NA,NA
Balcad,35,190532,47633,NA,2014,11,NA,NA,NA
Balcad,36,190854,47714,NA,2014,12,NA,NA,NA
Balcad,37,191177,47794,NA,2015,1,NA,NA,NA
Balcad,38,191500,47875,NA,2015,2,NA,NA,NA
Balcad,39,191824,47956,NA,2015,3,NA,NA,NA
Balcad,40,192149,48037,NA,2015,4,NA,NA,NA
Balcad,41,192474,48118,NA,2015,5,NA,NA,NA
Balcad,42,192799,48200,NA,2015,6,NA,NA,NA
Balcad,43,193126,48282,NA,2015,7,NA,NA,NA
Balcad,44,193453,48363,NA,2015,8,NA,NA,NA
Balcad,45,193780,48445,NA,2015,9,NA,NA,NA
Balcad,46,194108,48527,NA,2015,10,NA,NA,NA
Balcad,47,194436,48609,NA,2015,11,NA,NA,NA
Balcad,48,194765,48691,NA,2015,12,NA,NA,NA
Balcad,49,195095,48774,0.104682443,2016,1,South-Central,Middle Shabelle,11
Balcad,50,195413,48853,0.104676277,2016,2,South-Central,Middle Shabelle,0
Balcad,51,195744,48936,0.104676277,2016,3,South-Central,Middle Shabelle,12
Balcad,52,196529,49132,0.10715674,2016,4,South-Central,Middle Shabelle,5
Balcad,53,196857,49214,0.107153891,2016,5,South-Central,Middle Shabelle,20
Balcad,54,197170,49292,0.107142512,2016,6,South-Central,Middle Shabelle,0
Balcad,55,197503,49376,0.107142512,2016,7,South-Central,Middle Shabelle,33
Balcad,56,197935,49484,0.10781664,2016,8,South-Central,Middle Shabelle,10
Balcad,57,198260,49565,0.107810946,2016,9,South-Central,Middle Shabelle,10
Balcad,58,198657,49664,0.108184593,2016,10,South-Central,Middle Shabelle,4
Balcad,59,198989,49747,0.108182315,2016,11,South-Central,Middle Shabelle,0
Balcad,60,199326,49832,0.108182315,2016,12,South-Central,Middle Shabelle,14
Balcad,61,199938,49984,0.10968879,2017,1,South-Central,Middle Shabelle,16
Balcad,62,200261,50065,0.10967961,2017,2,South-Central,Middle Shabelle,0
Balcad,63,201578,50394,0.11478012,2017,3,South-Central,Middle Shabelle,416
Balcad,64,202094,50524,0.117593164,2017,4,South-Central,Middle Shabelle,11370
Balcad,65,201089,50272,0.16244624,2017,5,South-Central,Middle Shabelle,0
Balcad,66,201429,50357,0.16244624,2017,6,South-Central,Middle Shabelle,0
Balcad,67,201770,50442,0.16244624,2017,7,South-Central,Middle Shabelle,0
Balcad,68,203251,50813,0.16834755,2017,8,South-Central,Middle Shabelle,0
Balcad,69,203595,50899,0.16834755,2017,9,South-Central,Middle Shabelle,252
Balcad,70,203973,50993,0.169589178,2017,10,South-Central,Middle Shabelle,224
Balcad,71,204313,51078,0.170513596,2017,11,South-Central,Middle Shabelle,2427
Balcad,72,203731,50933,0.176040962,2017,12,South-Central,Middle Shabelle,2123
Balcad,73,202169,50542,0.175210701,2018,1,South-Central,Middle Shabelle,1095
Balcad,74,201666,50416,0.175500163,2018,2,South-Central,Middle Shabelle,871
Balcad,75,201375,50344,0.175937822,2018,3,South-Central,Middle Shabelle,2751
Balcad,76,199135,49784,0.174278958,2018,4,South-Central,Middle Shabelle,780
Balcad,77,198692,49673,0.173556493,2018,5,South-Central,Middle Shabelle,3423
Balcad,78,196715,49179,0.176240927,2018,6,South-Central,Middle Shabelle,4674
Balcad,79,195267,48817,0.187216333,2018,7,South-Central,Middle Shabelle,320
Balcad,80,195277,48819,0.186890589,2018,8,South-Central,Middle Shabelle,6024
Balcad,81,195423,48856,0.212140244,2018,9,South-Central,Middle Shabelle,291
Balcad,82,195679,48920,0.212963644,2018,10,South-Central,Middle Shabelle,984
Balcad,83,195801,48950,0.215979066,2018,11,South-Central,Middle Shabelle,330
Balcad,84,195948,48987,0.216373933,2018,12,South-Central,Middle Shabelle,182
Banadir,13,1597730,399432,NA,2013,1,NA,NA,NA
Banadir,14,1600432,400108,NA,2013,2,NA,NA,NA
Banadir,15,1603140,400785,NA,2013,3,NA,NA,NA
Banadir,16,1605852,401463,NA,2013,4,NA,NA,NA
Banadir,17,1608569,402142,NA,2013,5,NA,NA,NA
Banadir,18,1611289,402822,NA,2013,6,NA,NA,NA
Banadir,19,1614016,403504,NA,2013,7,NA,NA,NA
Banadir,20,1616746,404186,NA,2013,8,NA,NA,NA
Banadir,21,1619481,404870,NA,2013,9,NA,NA,NA
Banadir,22,1622220,405555,NA,2013,10,NA,NA,NA
Banadir,23,1624965,406241,NA,2013,11,NA,NA,NA
Banadir,24,1627713,406928,NA,2013,12,NA,NA,NA
Banadir,25,1630467,407617,NA,2014,1,NA,NA,NA
Banadir,26,1633225,408306,NA,2014,2,NA,NA,NA
Banadir,27,1635988,408997,NA,2014,3,NA,NA,NA
Banadir,28,1638756,409689,NA,2014,4,NA,NA,NA
Banadir,29,1641528,410382,NA,2014,5,NA,NA,NA
Banadir,30,1644305,411076,NA,2014,6,NA,NA,NA
Banadir,31,1647087,411772,NA,2014,7,NA,NA,NA
Banadir,32,1649873,412468,NA,2014,8,NA,NA,NA
Banadir,33,1652664,413166,NA,2014,9,NA,NA,NA
Banadir,34,1655460,413865,NA,2014,10,NA,NA,NA
Banadir,35,1658260,414565,NA,2014,11,NA,NA,NA
Banadir,36,1661065,415266,NA,2014,12,NA,NA,NA
Banadir,37,1663875,415969,NA,2015,1,NA,NA,NA
Banadir,38,1666743,416686,NA,2015,2,NA,NA,NA
Banadir,39,1669643,417411,NA,2015,3,NA,NA,NA
Banadir,40,1672537,418134,NA,2015,4,NA,NA,NA
Banadir,41,1677052,419263,NA,2015,5,NA,NA,NA
Banadir,42,1684143,421036,NA,2015,6,NA,NA,NA
Banadir,43,1689878,422470,NA,2015,7,NA,NA,NA
Banadir,44,1697366,424342,NA,2015,8,NA,NA,NA
Banadir,45,1700457,425114,NA,2015,9,NA,NA,NA
Banadir,46,1703516,425879,NA,2015,10,NA,NA,NA
Banadir,47,1706501,426625,NA,2015,11,NA,NA,NA
Banadir,48,1709452,427363,NA,2015,12,NA,NA,NA
Banadir,49,1712485,428121,0.223780593,2016,1,South-Central,Banadir,6616
Banadir,50,1716518,429130,0.227022129,2016,2,South-Central,Banadir,588
Banadir,51,1724105,431026,0.229403972,2016,3,South-Central,Banadir,1544
Banadir,52,1730222,432556,0.231489312,2016,4,South-Central,Banadir,957
Banadir,53,1747591,436898,0.239936291,2016,5,South-Central,Banadir,478
Banadir,54,1754173,438543,0.241591008,2016,6,South-Central,Banadir,384
Banadir,55,1759026,439756,0.24242526,2016,7,South-Central,Banadir,243
Banadir,56,1764447,441112,0.243385331,2016,8,South-Central,Banadir,180
Banadir,57,1768571,442143,0.243875033,2016,9,South-Central,Banadir,170
Banadir,58,1772519,443130,0.244306555,2016,10,South-Central,Banadir,185
Banadir,59,1782043,445511,0.24792049,2016,11,South-Central,Banadir,156
Banadir,60,1786289,446572,0.248509997,2016,12,South-Central,Banadir,177
Banadir,61,1790314,447578,0.249088944,2017,1,South-Central,Banadir,188
Banadir,62,1809439,452360,0.257905609,2017,2,South-Central,Banadir,124
Banadir,63,1833479,458370,0.269135989,2017,3,South-Central,Banadir,76
Banadir,64,1910058,477514,0.308923195,2017,4,South-Central,Banadir,111
Banadir,65,1957322,489330,0.331912913,2017,5,South-Central,Banadir,167
Banadir,66,1973250,493312,0.338261177,2017,6,South-Central,Banadir,89
Banadir,67,1997796,499449,0.348959527,2017,7,South-Central,Banadir,205
Banadir,68,2025310,506328,0.361045132,2017,8,South-Central,Banadir,246
Banadir,69,2040068,510017,0.366633149,2017,9,South-Central,Banadir,993
Banadir,70,2052431,513108,0.371208493,2017,10,South-Central,Banadir,427
Banadir,71,2063090,515772,0.374755697,2017,11,South-Central,Banadir,542
Banadir,72,2075062,518766,0.379003422,2017,12,South-Central,Banadir,349
Banadir,73,2086775,521694,0.382932363,2018,1,South-Central,Banadir,429
Banadir,74,2107449,526862,0.391187322,2018,2,South-Central,Banadir,273
Banadir,75,2124635,531159,0.397598175,2018,3,South-Central,Banadir,6835
Banadir,76,2173032,543258,0.420526756,2018,4,South-Central,Banadir,8231
Banadir,77,2187826,546956,0.427753455,2018,5,South-Central,Banadir,1703
Banadir,78,2202596,550649,0.433183547,2018,6,South-Central,Banadir,1778
Banadir,79,2209655,552414,0.435090252,2018,7,South-Central,Banadir,862
Banadir,80,2218348,554587,0.437526709,2018,8,South-Central,Banadir,159
Banadir,81,2254285,563571,0.451990851,2018,9,South-Central,Banadir,149
Banadir,82,2296360,574090,0.468946959,2018,10,South-Central,Banadir,12665
Banadir,83,2313126,578282,0.477376166,2018,11,South-Central,Banadir,268
Banadir,84,2320574,580144,0.478887266,2018,12,South-Central,Banadir,360
Bandarbeyla,13,28369,7092,NA,2013,1,NA,NA,NA
Bandarbeyla,14,28418,7104,NA,2013,2,NA,NA,NA
Bandarbeyla,15,28466,7116,NA,2013,3,NA,NA,NA
Bandarbeyla,16,28514,7128,NA,2013,4,NA,NA,NA
Bandarbeyla,17,28562,7140,NA,2013,5,NA,NA,NA
Bandarbeyla,18,28610,7152,NA,2013,6,NA,NA,NA
Bandarbeyla,19,28659,7165,NA,2013,7,NA,NA,NA
Bandarbeyla,20,28707,7177,NA,2013,8,NA,NA,NA
Bandarbeyla,21,28756,7189,NA,2013,9,NA,NA,NA
Bandarbeyla,22,28804,7201,NA,2013,10,NA,NA,NA
Bandarbeyla,23,28853,7213,NA,2013,11,NA,NA,NA
Bandarbeyla,24,28902,7226,NA,2013,12,NA,NA,NA
Bandarbeyla,25,28951,7238,NA,2014,1,NA,NA,NA
Bandarbeyla,26,29000,7250,NA,2014,2,NA,NA,NA
Bandarbeyla,27,29049,7262,NA,2014,3,NA,NA,NA
Bandarbeyla,28,29098,7274,NA,2014,4,NA,NA,NA
Bandarbeyla,29,29147,7287,NA,2014,5,NA,NA,NA
Bandarbeyla,30,29197,7299,NA,2014,6,NA,NA,NA
Bandarbeyla,31,29246,7312,NA,2014,7,NA,NA,NA
Bandarbeyla,32,29295,7324,NA,2014,8,NA,NA,NA
Bandarbeyla,33,29345,7336,NA,2014,9,NA,NA,NA
Bandarbeyla,34,29395,7349,NA,2014,10,NA,NA,NA
Bandarbeyla,35,29444,7361,NA,2014,11,NA,NA,NA
Bandarbeyla,36,29494,7374,NA,2014,12,NA,NA,NA
Bandarbeyla,37,29544,7386,NA,2015,1,NA,NA,NA
Bandarbeyla,38,29594,7398,NA,2015,2,NA,NA,NA
Bandarbeyla,39,29644,7411,NA,2015,3,NA,NA,NA
Bandarbeyla,40,29694,7424,NA,2015,4,NA,NA,NA
Bandarbeyla,41,29745,7436,NA,2015,5,NA,NA,NA
Bandarbeyla,42,29795,7449,NA,2015,6,NA,NA,NA
Bandarbeyla,43,29845,7461,NA,2015,7,NA,NA,NA
Bandarbeyla,44,29896,7474,NA,2015,8,NA,NA,NA
Bandarbeyla,45,29946,7486,NA,2015,9,NA,NA,NA
Bandarbeyla,46,29997,7499,NA,2015,10,NA,NA,NA
Bandarbeyla,47,30047,7512,NA,2015,11,NA,NA,NA
Bandarbeyla,48,30098,7524,NA,2015,12,NA,NA,NA
Bandarbeyla,49,30150,7538,0,2016,1,Puntland-Somaliland,Bari,0
Bandarbeyla,50,30200,7550,0,2016,2,Puntland-Somaliland,Bari,4
Bandarbeyla,51,30247,7562,0,2016,3,Puntland-Somaliland,Bari,56
Bandarbeyla,52,30243,7561,0,2016,4,Puntland-Somaliland,Bari,5
Bandarbeyla,53,30289,7572,0,2016,5,Puntland-Somaliland,Bari,0
Bandarbeyla,54,30340,7585,0,2016,6,Puntland-Somaliland,Bari,4
Bandarbeyla,55,30387,7597,0,2016,7,Puntland-Somaliland,Bari,17
Bandarbeyla,56,30422,7606,0,2016,8,Puntland-Somaliland,Bari,0
Bandarbeyla,57,30473,7618,0,2016,9,Puntland-Somaliland,Bari,9
Bandarbeyla,58,30516,7629,0,2016,10,Puntland-Somaliland,Bari,16
Bandarbeyla,59,30551,7638,0,2016,11,Puntland-Somaliland,Bari,13
Bandarbeyla,60,30590,7648,0,2016,12,Puntland-Somaliland,Bari,0
Bandarbeyla,61,30642,7660,0,2017,1,Puntland-Somaliland,Bari,0
Bandarbeyla,62,30694,7674,0,2017,2,Puntland-Somaliland,Bari,15
Bandarbeyla,63,30731,7683,0,2017,3,Puntland-Somaliland,Bari,363
Bandarbeyla,64,31075,7769,0.024865087,2017,4,Puntland-Somaliland,Bari,2712
Bandarbeyla,65,28415,7104,0.021820967,2017,5,Puntland-Somaliland,Bari,123
Bandarbeyla,66,28340,7085,0.021683175,2017,6,Puntland-Somaliland,Bari,32
Bandarbeyla,67,28356,7089,0.021647388,2017,7,Puntland-Somaliland,Bari,26
Bandarbeyla,68,28378,7094,0.021618359,2017,8,Puntland-Somaliland,Bari,17
Bandarbeyla,69,28409,7102,0.021599412,2017,9,Puntland-Somaliland,Bari,8
Bandarbeyla,70,28449,7112,0.02159051,2017,10,Puntland-Somaliland,Bari,117
Bandarbeyla,71,28380,7095,0.021460549,2017,11,Puntland-Somaliland,Bari,288
Bandarbeyla,72,28151,7038,0.021613403,2017,12,Puntland-Somaliland,Bari,242
Bandarbeyla,73,28015,7004,0.023862794,2018,1,Puntland-Somaliland,Bari,21
Bandarbeyla,74,28050,7012,0.024231083,2018,2,Puntland-Somaliland,Bari,40
Bandarbeyla,75,28064,7016,0.024442669,2018,3,Puntland-Somaliland,Bari,153
Bandarbeyla,76,28246,7062,0.036869599,2018,4,Puntland-Somaliland,Bari,203
Bandarbeyla,77,28091,7023,0.036470911,2018,5,Puntland-Somaliland,Bari,116
Bandarbeyla,78,28078,7020,0.038699271,2018,6,Puntland-Somaliland,Bari,290
Bandarbeyla,79,27863,6966,0.039280052,2018,7,Puntland-Somaliland,Bari,279
Bandarbeyla,80,27713,6928,0.042330305,2018,8,Puntland-Somaliland,Bari,166
Bandarbeyla,81,27638,6910,0.043918605,2018,9,Puntland-Somaliland,Bari,130
Bandarbeyla,82,27626,6906,0.046807832,2018,10,Puntland-Somaliland,Bari,159
Bandarbeyla,83,27580,6895,0.049378441,2018,11,Puntland-Somaliland,Bari,78
Bandarbeyla,84,27588,6897,0.05097878,2018,12,Puntland-Somaliland,Bari,69
Baraawe,13,81456,20364,NA,2013,1,NA,NA,NA
Baraawe,14,81593,20398,NA,2013,2,NA,NA,NA
Baraawe,15,81732,20433,NA,2013,3,NA,NA,NA
Baraawe,16,81870,20468,NA,2013,4,NA,NA,NA
Baraawe,17,82008,20502,NA,2013,5,NA,NA,NA
Baraawe,18,82147,20537,NA,2013,6,NA,NA,NA
Baraawe,19,82286,20572,NA,2013,7,NA,NA,NA
Baraawe,20,82425,20606,NA,2013,8,NA,NA,NA
Baraawe,21,82564,20641,NA,2013,9,NA,NA,NA
Baraawe,22,82704,20676,NA,2013,10,NA,NA,NA
Baraawe,23,82844,20711,NA,2013,11,NA,NA,NA
Baraawe,24,82984,20746,NA,2013,12,NA,NA,NA
Baraawe,25,83125,20781,NA,2014,1,NA,NA,NA
Baraawe,26,83265,20816,NA,2014,2,NA,NA,NA
Baraawe,27,83406,20852,NA,2014,3,NA,NA,NA
Baraawe,28,83547,20887,NA,2014,4,NA,NA,NA
Baraawe,29,83689,20922,NA,2014,5,NA,NA,NA
Baraawe,30,83830,20958,NA,2014,6,NA,NA,NA
Baraawe,31,83972,20993,NA,2014,7,NA,NA,NA
Baraawe,32,84113,21028,NA,2014,8,NA,NA,NA
Baraawe,33,84256,21064,NA,2014,9,NA,NA,NA
Baraawe,34,84398,21100,NA,2014,10,NA,NA,NA
Baraawe,35,84542,21136,NA,2014,11,NA,NA,NA
Baraawe,36,84684,21171,NA,2014,12,NA,NA,NA
Baraawe,37,84828,21207,NA,2015,1,NA,NA,NA
Baraawe,38,84971,21243,NA,2015,2,NA,NA,NA
Baraawe,39,85115,21279,NA,2015,3,NA,NA,NA
Baraawe,40,85259,21315,NA,2015,4,NA,NA,NA
Baraawe,41,85403,21351,NA,2015,5,NA,NA,NA
Baraawe,42,85548,21387,NA,2015,6,NA,NA,NA
Baraawe,43,85692,21423,NA,2015,7,NA,NA,NA
Baraawe,44,85837,21459,NA,2015,8,NA,NA,NA
Baraawe,45,85983,21496,NA,2015,9,NA,NA,NA
Baraawe,46,86128,21532,NA,2015,10,NA,NA,NA
Baraawe,47,86274,21568,NA,2015,11,NA,NA,NA
Baraawe,48,86420,21605,NA,2015,12,NA,NA,NA
Baraawe,49,86566,21642,0.184145723,2016,1,South-Central,Lower Shabelle,128
Baraawe,50,86584,21646,0.183867723,2016,2,South-Central,Lower Shabelle,0
Baraawe,51,86731,21683,0.183867723,2016,3,South-Central,Lower Shabelle,0
Baraawe,52,86877,21719,0.183867723,2016,4,South-Central,Lower Shabelle,0
Baraawe,53,87025,21756,0.183867723,2016,5,South-Central,Lower Shabelle,7
Baraawe,54,87190,21798,0.184145945,2016,6,South-Central,Lower Shabelle,0
Baraawe,55,87337,21834,0.184145945,2016,7,South-Central,Lower Shabelle,0
Baraawe,56,87485,21871,0.184145945,2016,8,South-Central,Lower Shabelle,0
Baraawe,57,87633,21908,0.184145945,2016,9,South-Central,Lower Shabelle,33
Baraawe,58,87868,21967,0.185473306,2016,10,South-Central,Lower Shabelle,30
Baraawe,59,87994,21998,0.185489979,2016,11,South-Central,Lower Shabelle,20
Baraawe,60,88123,22031,0.185446926,2016,12,South-Central,Lower Shabelle,120
Baraawe,61,88152,22038,0.185189048,2017,1,South-Central,Lower Shabelle,6
Baraawe,62,88295,22074,0.185176175,2017,2,South-Central,Lower Shabelle,950
Baraawe,63,87494,21874,0.183141533,2017,3,South-Central,Lower Shabelle,452
Baraawe,64,87210,21802,0.182408641,2017,4,South-Central,Lower Shabelle,0
Baraawe,65,87358,21840,0.182408641,2017,5,South-Central,Lower Shabelle,0
Baraawe,66,87505,21876,0.182408641,2017,6,South-Central,Lower Shabelle,0
Baraawe,67,87653,21913,0.182408641,2017,7,South-Central,Lower Shabelle,0
Baraawe,68,87802,21950,0.182408641,2017,8,South-Central,Lower Shabelle,8
Baraawe,69,87942,21986,0.182391662,2017,9,South-Central,Lower Shabelle,0
Baraawe,70,88091,22023,0.182391662,2017,10,South-Central,Lower Shabelle,45
Baraawe,71,88195,22049,0.182296479,2017,11,South-Central,Lower Shabelle,227
Baraawe,72,88117,22029,0.181817147,2017,12,South-Central,Lower Shabelle,303
Baraawe,73,87984,21996,0.181410368,2018,1,South-Central,Lower Shabelle,268
Baraawe,74,87864,21966,0.180845773,2018,2,South-Central,Lower Shabelle,0
Baraawe,75,88277,22069,0.183917241,2018,3,South-Central,Lower Shabelle,281
Baraawe,76,88197,22049,0.183920951,2018,4,South-Central,Lower Shabelle,143
Baraawe,77,88290,22072,0.184624476,2018,5,South-Central,Lower Shabelle,0
Baraawe,78,88757,22189,0.188294794,2018,6,South-Central,Lower Shabelle,0
Baraawe,79,88907,22227,0.188294794,2018,7,South-Central,Lower Shabelle,14
Baraawe,80,89043,22261,0.188264473,2018,8,South-Central,Lower Shabelle,18
Baraawe,81,89176,22294,0.188225555,2018,9,South-Central,Lower Shabelle,34
Baraawe,82,89323,22331,0.188496015,2018,10,South-Central,Lower Shabelle,168
Baraawe,83,89306,22326,0.188133455,2018,11,South-Central,Lower Shabelle,69
Baraawe,84,89388,22347,0.187984799,2018,12,South-Central,Lower Shabelle,39
Baydhaba,13,377403,94351,NA,2013,1,NA,NA,NA
Baydhaba,14,378041,94510,NA,2013,2,NA,NA,NA
Baydhaba,15,378681,94670,NA,2013,3,NA,NA,NA
Baydhaba,16,379322,94830,NA,2013,4,NA,NA,NA
Baydhaba,17,379963,94991,NA,2013,5,NA,NA,NA
Baydhaba,18,380606,95152,NA,2013,6,NA,NA,NA
Baydhaba,19,381250,95312,NA,2013,7,NA,NA,NA
Baydhaba,20,381895,95474,NA,2013,8,NA,NA,NA
Baydhaba,21,382541,95635,NA,2013,9,NA,NA,NA
Baydhaba,22,383188,95797,NA,2013,10,NA,NA,NA
Baydhaba,23,383836,95959,NA,2013,11,NA,NA,NA
Baydhaba,24,384485,96121,NA,2013,12,NA,NA,NA
Baydhaba,25,385136,96284,NA,2014,1,NA,NA,NA
Baydhaba,26,385788,96447,NA,2014,2,NA,NA,NA
Baydhaba,27,386440,96610,NA,2014,3,NA,NA,NA
Baydhaba,28,387094,96774,NA,2014,4,NA,NA,NA
Baydhaba,29,387749,96937,NA,2014,5,NA,NA,NA
Baydhaba,30,388405,97101,NA,2014,6,NA,NA,NA
Baydhaba,31,389062,97266,NA,2014,7,NA,NA,NA
Baydhaba,32,389720,97430,NA,2014,8,NA,NA,NA
Baydhaba,33,390379,97595,NA,2014,9,NA,NA,NA
Baydhaba,34,391040,97760,NA,2014,10,NA,NA,NA
Baydhaba,35,391701,97925,NA,2014,11,NA,NA,NA
Baydhaba,36,392364,98091,NA,2014,12,NA,NA,NA
Baydhaba,37,393027,98257,NA,2015,1,NA,NA,NA
Baydhaba,38,393710,98428,NA,2015,2,NA,NA,NA
Baydhaba,39,394403,98601,NA,2015,3,NA,NA,NA
Baydhaba,40,395093,98773,NA,2015,4,NA,NA,NA
Baydhaba,41,396188,99047,NA,2015,5,NA,NA,NA
Baydhaba,42,397929,99482,NA,2015,6,NA,NA,NA
Baydhaba,43,399330,99832,NA,2015,7,NA,NA,NA
Baydhaba,44,401169,100292,NA,2015,8,NA,NA,NA
Baydhaba,45,401905,100476,NA,2015,9,NA,NA,NA
Baydhaba,46,402633,100658,NA,2015,10,NA,NA,NA
Baydhaba,47,403341,100835,NA,2015,11,NA,NA,NA
Baydhaba,48,404040,101010,NA,2015,12,NA,NA,NA
Baydhaba,49,404760,101190,0.065477906,2016,1,South-Central,Bay,93
Baydhaba,50,405765,101441,0.065926073,2016,2,South-Central,Bay,45
Baydhaba,51,406886,101722,0.066282962,2016,3,South-Central,Bay,74
Baydhaba,52,407884,101971,0.066583877,2016,4,South-Central,Bay,37
Baydhaba,53,409012,102253,0.067280063,2016,5,South-Central,Bay,114
Baydhaba,54,410090,102522,0.067609873,2016,6,South-Central,Bay,234
Baydhaba,55,411006,102752,0.068122354,2016,7,South-Central,Bay,218
Baydhaba,56,411883,102971,0.068311179,2016,8,South-Central,Bay,196
Baydhaba,57,412765,103191,0.068906614,2016,9,South-Central,Bay,63
Baydhaba,58,413670,103418,0.069318163,2016,10,South-Central,Bay,324
Baydhaba,59,414296,103574,0.069681626,2016,11,South-Central,Bay,89
Baydhaba,60,415218,103804,0.070217458,2016,12,South-Central,Bay,1647
Baydhaba,61,416243,104061,0.074680644,2017,1,South-Central,Bay,5604
